species,label,requirement,joint_prob,threshold,pass
Samolus valerandi,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sanguisorba minor,SunVsWaterTradeoff,"L=high,M=low",0.00315,0.6,FALSE
Sanguisorba officinalis,SunVsWaterTradeoff,"L=high,M=low",0.00115,0.6,FALSE
Sanicula europaea,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Saponaria ocymoides,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Saponaria officinalis,SunVsWaterTradeoff,"L=high,M=low",6e-4,0.6,FALSE
Sarracenia purpurea,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Saussurea alpina,SunVsWaterTradeoff,"L=high,M=low",0.0029,0.6,FALSE
Saxifraga aizoides,SunVsWaterTradeoff,"L=high,M=low",0.019,0.6,FALSE
Saxifraga oppositifolia,SunVsWaterTradeoff,"L=high,M=low",0.01735,0.6,FALSE
Saxifraga rotundifolia,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Scabiosa atropurpurea,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Schoenoplectus lacustris,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Schoenus nigricans,SunVsWaterTradeoff,"L=high,M=low",0.0134,0.6,FALSE
Scilla bifolia,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Scleranthus annuus,SunVsWaterTradeoff,"L=high,M=low",0.12555,0.6,FALSE
Scorzoneroides autumnalis,SunVsWaterTradeoff,"L=high,M=low",0.0059,0.6,FALSE
Scorzoneroides helvetica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Scrophularia nodosa,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sedum acre,SunVsWaterTradeoff,"L=high,M=low",0.00465,0.6,FALSE
Sedum album,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Sedum tenellum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sempervivum tectorum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Senecio doronicum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Senecio inaequidens,SunVsWaterTradeoff,"L=high,M=low",0.025,0.6,FALSE
Senecio nemorensis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Senecio ovatus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Senecio vulgaris,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Sequoia sempervirens,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sequoiadendron giganteum,SunVsWaterTradeoff,"L=high,M=low",8e-4,0.6,FALSE
Serratula tinctoria,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Seseli montanum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sesleria caerulea,SunVsWaterTradeoff,"L=high,M=low",0.01735,0.6,FALSE
Setaria italica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Setaria parviflora,SunVsWaterTradeoff,"L=high,M=low",0.00895,0.6,FALSE
Setaria pumila,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Setaria viridis,SunVsWaterTradeoff,"L=high,M=low",8.5e-4,0.6,FALSE
Sibbaldia procumbens,SunVsWaterTradeoff,"L=high,M=low",0.23215,0.6,FALSE
Silene acaulis,SunVsWaterTradeoff,"L=high,M=low",0.16535,0.6,FALSE
Silene dioica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Silene flos-cuculi,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Silene gallica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Silene italica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Silene nutans,SunVsWaterTradeoff,"L=high,M=low",9.5e-4,0.6,FALSE
Silene otites,SunVsWaterTradeoff,"L=high,M=low",9e-4,0.6,FALSE
Silene viscaria,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Silene vulgaris,SunVsWaterTradeoff,"L=high,M=low",5.5e-4,0.6,FALSE
Solanum dulcamara,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Solanum tuberosum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Soldanella pusilla,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Solidago canadensis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Solidago gigantea,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Solidago rugosa,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Solidago virgaurea,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sonchus asper,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sonchus oleraceus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sorbus aria,SunVsWaterTradeoff,"L=high,M=low",0.0011,0.6,FALSE
Sorbus aucuparia,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Sorbus torminalis,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Sorghum bicolor,SunVsWaterTradeoff,"L=high,M=low",2e-4,0.6,FALSE
Sorghum halepense,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Sparganium angustifolium,SunVsWaterTradeoff,"L=high,M=low",8.5e-4,0.6,FALSE
Sparganium emersum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Sparganium erectum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Spergula arvensis,SunVsWaterTradeoff,"L=high,M=low",0.0101,0.6,FALSE
Spergularia diandra,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Spergularia rubra,SunVsWaterTradeoff,"L=high,M=low",0.00735,0.6,FALSE
Sporobolus vaginiflorus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Stachys officinalis,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Stachys palustris,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Stachys recta,SunVsWaterTradeoff,"L=high,M=low",0.0019,0.6,FALSE
Stachys sylvatica,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Stellaria graminea,SunVsWaterTradeoff,"L=high,M=low",0.0026,0.6,FALSE
Stellaria media,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Stellaria neglecta,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Stellaria nemorum,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Stellaria pallida,SunVsWaterTradeoff,"L=high,M=low",0.001,0.6,FALSE
Stipa capillata,SunVsWaterTradeoff,"L=high,M=low",0.09805,0.6,FALSE
Stipa pennata,SunVsWaterTradeoff,"L=high,M=low",0.1127,0.6,FALSE
Stuckenia pectinata,SunVsWaterTradeoff,"L=high,M=low",0.00135,0.6,FALSE
Suaeda maritima,SunVsWaterTradeoff,"L=high,M=low",3e-4,0.6,FALSE
Succisa pratensis,SunVsWaterTradeoff,"L=high,M=low",0.001,0.6,FALSE
Symphoricarpos albus,SunVsWaterTradeoff,"L=high,M=low",0.0289,0.6,FALSE
Symphyotrichum laeve,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Symphyotrichum lanceolatum,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Symphyotrichum novae-angliae,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Symphytum tuberosum,SunVsWaterTradeoff,"L=high,M=low",2.5e-4,0.6,FALSE
Tanacetum corymbosum,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Tanacetum parthenium,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Tanacetum vulgare,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Taraxacum stevenii,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Taxodium distichum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Taxus baccata,SunVsWaterTradeoff,"L=high,M=low",0.0083,0.6,FALSE
Teesdalia nudicaulis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Teucrium montanum,SunVsWaterTradeoff,"L=high,M=low",0.2572,0.6,FALSE
Teucrium scorodonia,SunVsWaterTradeoff,"L=high,M=low",0.0074,0.6,FALSE
Thalictrum alpinum,SunVsWaterTradeoff,"L=high,M=low",0.2288,0.6,FALSE
Thalictrum minus,SunVsWaterTradeoff,"L=high,M=low",6e-4,0.6,FALSE
Thlaspi arvense,SunVsWaterTradeoff,"L=high,M=low",0.00175,0.6,FALSE
Thuja occidentalis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Thymus dolomiticus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Thymus nummularius,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Thymus praecox,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Thymus praecox subsp. polytrichus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Thymus serpyllum,SunVsWaterTradeoff,"L=high,M=low",0.14655,0.6,FALSE
Tilia cordata,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tilia platyphyllos,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tofieldia pusilla,SunVsWaterTradeoff,"L=high,M=low",0.0228,0.6,FALSE
Tolpis staticifolia,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tordylium maximum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Torilis arvensis,SunVsWaterTradeoff,"L=high,M=low",7e-4,0.6,FALSE
Torilis japonica,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Tragopogon dubius,SunVsWaterTradeoff,"L=high,M=low",0.01975,0.6,FALSE
Tragopogon porrifolius,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tragopogon pratensis,SunVsWaterTradeoff,"L=high,M=low",3.5e-4,0.6,FALSE
Tragus racemosus,SunVsWaterTradeoff,"L=high,M=low",0.0179,0.6,FALSE
Trapa natans,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tribulus terrestris,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Trifolium alpestre,SunVsWaterTradeoff,"L=high,M=low",0.03285,0.6,FALSE
Trifolium arvense,SunVsWaterTradeoff,"L=high,M=low",0.18025,0.6,FALSE
Trifolium badium,SunVsWaterTradeoff,"L=high,M=low",0.0027,0.6,FALSE
Trifolium dubium,SunVsWaterTradeoff,"L=high,M=low",0.05075,0.6,FALSE
Trifolium hybridum,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Trifolium medium,SunVsWaterTradeoff,"L=high,M=low",0.00845,0.6,FALSE
Trifolium montanum,SunVsWaterTradeoff,"L=high,M=low",7.5e-4,0.6,FALSE
Trifolium pratense,SunVsWaterTradeoff,"L=high,M=low",8.5e-4,0.6,FALSE
Trifolium repens,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Trigonella foenum-graecum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Trinia glauca,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tripleurospermum maritimum,SunVsWaterTradeoff,"L=high,M=low",8e-4,0.6,FALSE
Tripolium pannonicum subsp. tripolium,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Trisetum flavescens,SunVsWaterTradeoff,"L=high,M=low",0.0047,0.6,FALSE
Triticum aestivum,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Trollius europaeus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tsuga canadensis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tsuga heterophylla,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Turritis glabra,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Tussilago farfara,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Typha angustifolia,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Typha latifolia,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Ulex europaeus,SunVsWaterTradeoff,"L=high,M=low",0.25575,0.6,FALSE
Ulmus glabra,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Ulmus laevis,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Ulmus minor,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Ulmus pumila,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Umbilicus rupestris,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Urtica dioica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Utricularia vulgaris,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Vaccinium myrtillus,SunVsWaterTradeoff,"L=high,M=low",0.12845,0.6,FALSE
Vaccinium vitis-idaea,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Valeriana dioica,SunVsWaterTradeoff,"L=high,M=low",0.00195,0.6,FALSE
Valeriana officinalis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Veratrum album,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Verbascum lychnitis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Verbascum thapsus,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Veronica alpina,SunVsWaterTradeoff,"L=high,M=low",0.01065,0.6,FALSE
Veronica anagallis-aquatica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Veronica arvensis,SunVsWaterTradeoff,"L=high,M=low",0.0063,0.6,FALSE
Veronica austriaca,SunVsWaterTradeoff,"L=high,M=low",0.00325,0.6,FALSE
Veronica beccabunga,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Veronica chamaedrys,SunVsWaterTradeoff,"L=high,M=low",9e-4,0.6,FALSE
Veronica filiformis,SunVsWaterTradeoff,"L=high,M=low",0.0033,0.6,FALSE
Veronica gentianoides,SunVsWaterTradeoff,"L=high,M=low",0.00295,0.6,FALSE
Veronica hederifolia,SunVsWaterTradeoff,"L=high,M=low",0.0073,0.6,FALSE
Veronica longifolia,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Veronica montana,SunVsWaterTradeoff,"L=high,M=low",0.0011,0.6,FALSE
Veronica officinalis,SunVsWaterTradeoff,"L=high,M=low",0.0056,0.6,FALSE
Veronica persica,SunVsWaterTradeoff,"L=high,M=low",0.0134,0.6,FALSE
Veronica spicata,SunVsWaterTradeoff,"L=high,M=low",0.00115,0.6,FALSE
Veronica urticifolia,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Viburnum lantana,SunVsWaterTradeoff,"L=high,M=low",0.00925,0.6,FALSE
Viburnum opulus,SunVsWaterTradeoff,"L=high,M=low",0.00185,0.6,FALSE
Vicia cracca,SunVsWaterTradeoff,"L=high,M=low",3e-4,0.6,FALSE
Vicia hirsuta,SunVsWaterTradeoff,"L=high,M=low",0.03065,0.6,FALSE
Vicia sativa,SunVsWaterTradeoff,"L=high,M=low",0.0042,0.6,FALSE
Vicia sepium,SunVsWaterTradeoff,"L=high,M=low",0.02155,0.6,FALSE
Vinca minor,SunVsWaterTradeoff,"L=high,M=low",0.0058,0.6,FALSE
Vincetoxicum hirundinaria,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Viola alba,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Viola arvensis,SunVsWaterTradeoff,"L=high,M=low",0.0012,0.6,FALSE
Viola biflora,SunVsWaterTradeoff,"L=high,M=low",0.00355,0.6,FALSE
Viola canina,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Viola hirta,SunVsWaterTradeoff,"L=high,M=low",0.003,0.6,FALSE
Viola mirabilis,SunVsWaterTradeoff,"L=high,M=low",3.5e-4,0.6,FALSE
Viola odorata,SunVsWaterTradeoff,"L=high,M=low",0.01025,0.6,FALSE
Viola reichenbachiana,SunVsWaterTradeoff,"L=high,M=low",0.0087,0.6,FALSE
Viola riviniana,SunVsWaterTradeoff,"L=high,M=low",2.5e-4,0.6,FALSE
Viola tricolor,SunVsWaterTradeoff,"L=high,M=low",0.0012,0.6,FALSE
Xanthium strumarium,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Zannichellia palustris,SunVsWaterTradeoff,"L=high,M=low",0.0023,0.6,FALSE
Zea mays,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Ziziphus jujuba,SunVsWaterTradeoff,"L=high,M=low",0.00465,0.6,FALSE
Zygophyllum fabago,SunVsWaterTradeoff,"L=high,M=low",0.01545,0.6,FALSE
Abies alba,LushShadePlant,"L=low,M=high,N=high",0.10385,0.6,FALSE
Abies balsamea,LushShadePlant,"L=low,M=high,N=high",0.0427,0.6,FALSE
Abies concolor,LushShadePlant,"L=low,M=high,N=high",0.0786,0.6,FALSE
Abies grandis,LushShadePlant,"L=low,M=high,N=high",0.0669,0.6,FALSE
Abies lasiocarpa,LushShadePlant,"L=low,M=high,N=high",0.02685,0.6,FALSE
Abutilon theophrasti,LushShadePlant,"L=low,M=high,N=high",0.0029,0.6,FALSE
Acacia mearnsii,LushShadePlant,"L=low,M=high,N=high",1.5e-4,0.6,FALSE
Acacia melanoxylon,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Acalypha virginica,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Acer campestre,LushShadePlant,"L=low,M=high,N=high",0.10755,0.6,FALSE
Acer monspessulanum,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Acer platanoides,LushShadePlant,"L=low,M=high,N=high",0.0564,0.6,FALSE
Acer pseudoplatanus,LushShadePlant,"L=low,M=high,N=high",0.037,0.6,FALSE
Acer rubrum,LushShadePlant,"L=low,M=high,N=high",0.09815,0.6,FALSE
Acer saccharinum,LushShadePlant,"L=low,M=high,N=high",0.02425,0.6,FALSE
Acer saccharum,LushShadePlant,"L=low,M=high,N=high",0.04475,0.6,FALSE
Achillea leptophylla,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Achillea millefolium,LushShadePlant,"L=low,M=high,N=high",0.00325,0.6,FALSE
Acorus calamus,LushShadePlant,"L=low,M=high,N=high",0.032,0.6,FALSE
Actaea spicata,LushShadePlant,"L=low,M=high,N=high",0.0432,0.6,FALSE
Adenostyles alpina,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Adoxa moschatellina,LushShadePlant,"L=low,M=high,N=high",0.0196,0.6,FALSE
Aegilops geniculata,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aegopodium podagraria,LushShadePlant,"L=low,M=high,N=high",0.0025,0.6,FALSE
Aesculus hippocastanum,LushShadePlant,"L=low,M=high,N=high",0.0485,0.6,FALSE
Agrimonia eupatoria,LushShadePlant,"L=low,M=high,N=high",0.04395,0.6,FALSE
Agropyron cristatum,LushShadePlant,"L=low,M=high,N=high",8.5e-4,0.6,FALSE
Agropyron desertorum,LushShadePlant,"L=low,M=high,N=high",0.00145,0.6,FALSE
Agrostemma githago,LushShadePlant,"L=low,M=high,N=high",0.04255,0.6,FALSE
Agrostis canina,LushShadePlant,"L=low,M=high,N=high",0.00595,0.6,FALSE
Agrostis capillaris,LushShadePlant,"L=low,M=high,N=high",0.00115,0.6,FALSE
Agrostis hyemalis,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Agrostis scabra,LushShadePlant,"L=low,M=high,N=high",2.5e-4,0.6,FALSE
Agrostis stolonifera,LushShadePlant,"L=low,M=high,N=high",0.0025,0.6,FALSE
Agrostis vinealis,LushShadePlant,"L=low,M=high,N=high",0.0026,0.6,FALSE
Aira caryophyllea,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Ajuga chamaepitys,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Alchemilla glaucescens,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Alchemilla monticola,LushShadePlant,"L=low,M=high,N=high",0.0049,0.6,FALSE
Alchemilla xanthochlora,LushShadePlant,"L=low,M=high,N=high",0.00985,0.6,FALSE
Alisma gramineum,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Alliaria petiolata,LushShadePlant,"L=low,M=high,N=high",0.04815,0.6,FALSE
Allium carinatum,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Allium ericetorum,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Allium senescens,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Allium sphaerocephalon,LushShadePlant,"L=low,M=high,N=high",0.0042,0.6,FALSE
Allium ursinum,LushShadePlant,"L=low,M=high,N=high",0.00125,0.6,FALSE
Alnus cordata,LushShadePlant,"L=low,M=high,N=high",0.0025,0.6,FALSE
Alnus glutinosa,LushShadePlant,"L=low,M=high,N=high",0.01285,0.6,FALSE
Alnus incana,LushShadePlant,"L=low,M=high,N=high",0.02,0.6,FALSE
Alopecurus pratensis,LushShadePlant,"L=low,M=high,N=high",0.0364,0.6,FALSE
Alternanthera pungens,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Amaranthus deflexus,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Amaranthus hybridus,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Amaranthus powellii subsp. bouchonii,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Amaranthus retroflexus,LushShadePlant,"L=low,M=high,N=high",0.01745,0.6,FALSE
Ambrosia artemisiifolia,LushShadePlant,"L=low,M=high,N=high",0.024,0.6,FALSE
Ambrosia psilostachya,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Ambrosia tenuifolia,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Ambrosia trifida,LushShadePlant,"L=low,M=high,N=high",0.0073,0.6,FALSE
Anaphalis margaritacea,LushShadePlant,"L=low,M=high,N=high",0.007,0.6,FALSE
Andromeda polifolia,LushShadePlant,"L=low,M=high,N=high",5e-5,0.6,FALSE
Androsace septentrionalis,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Angelica archangelica,LushShadePlant,"L=low,M=high,N=high",0.0174,0.6,FALSE
Angelica sylvestris,LushShadePlant,"L=low,M=high,N=high",0.0232,0.6,FALSE
Antennaria dioica,LushShadePlant,"L=low,M=high,N=high",3.5e-4,0.6,FALSE
Anthemis arvensis,LushShadePlant,"L=low,M=high,N=high",5.5e-4,0.6,FALSE
Anthemis cotula,LushShadePlant,"L=low,M=high,N=high",0.0144,0.6,FALSE
Anthemis cretica,LushShadePlant,"L=low,M=high,N=high",0.0033,0.6,FALSE
Anthericum ramosum,LushShadePlant,"L=low,M=high,N=high",0.02305,0.6,FALSE
Anthoxanthum odoratum,LushShadePlant,"L=low,M=high,N=high",0.00305,0.6,FALSE
Anthriscus sylvestris,LushShadePlant,"L=low,M=high,N=high",0.0265,0.6,FALSE
Anthyllis montana,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Anthyllis vulneraria,LushShadePlant,"L=low,M=high,N=high",0.00285,0.6,FALSE
Aphanes arvensis,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aphyllanthes monspeliensis,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aposeris foetida,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aquilegia atrata,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aquilegia einseleana,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aquilegia vulgaris,LushShadePlant,"L=low,M=high,N=high",0.02895,0.6,FALSE
Arabidopsis thaliana,LushShadePlant,"L=low,M=high,N=high",8.5e-4,0.6,FALSE
Arabis alpina,LushShadePlant,"L=low,M=high,N=high",0.0018,0.6,FALSE
Arabis hirsuta,LushShadePlant,"L=low,M=high,N=high",0.003,0.6,FALSE
Arbutus unedo,LushShadePlant,"L=low,M=high,N=high",0.07335,0.6,FALSE
Arctium lappa,LushShadePlant,"L=low,M=high,N=high",0.0103,0.6,FALSE
Arctium minus,LushShadePlant,"L=low,M=high,N=high",0.0014,0.6,FALSE
Arenaria aggregata,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Arenaria serpyllifolia,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Aristida adscensionis,LushShadePlant,"L=low,M=high,N=high",1.5e-4,0.6,FALSE
Armeria maritima,LushShadePlant,"L=low,M=high,N=high",6.5e-4,0.6,FALSE
Arnica montana,LushShadePlant,"L=low,M=high,N=high",0.01335,0.6,FALSE
Arrhenatherum elatius,LushShadePlant,"L=low,M=high,N=high",0.0158,0.6,FALSE
Artemisia absinthium,LushShadePlant,"L=low,M=high,N=high",0.00515,0.6,FALSE
Artemisia campestris,LushShadePlant,"L=low,M=high,N=high",0.0149,0.6,FALSE
Artemisia dracunculus,LushShadePlant,"L=low,M=high,N=high",0.0026,0.6,FALSE
Artemisia vulgaris,LushShadePlant,"L=low,M=high,N=high",0.0034,0.6,FALSE
Arum maculatum,LushShadePlant,"L=low,M=high,N=high",0.0032,0.6,FALSE
Aruncus dioicus,LushShadePlant,"L=low,M=high,N=high",0,0.6,FALSE
Arundo donax,LushShadePlant,"L=low,M=high,N=high",0.0076,0.6,FALSE
Asarum europaeum,LushShadePlant,"L=low,M=high,N=high",0.0383,0.6,FALSE
Asclepias syriaca,LushShadePlant,"L=low,M=high,N=high",0.0342,0.6,FALSE
Aster alpinus,LushShadePlant,"L=low,M=high,N=high",0.001,0.6,FALSE
Aster amellus,LushShadePlant,"L=low,M=high,N=high",0.00695,0.6,FALSE
Astragalus alpinus,LushShadePlant,"L=low,M=high,N=high",7e-4,0.6,FALSE
Astrantia major,LushShadePlant,"L=low,M=high,N=high",2e-4,0.6,FALSE
Atriplex littoralis,LushShadePlant,"L=low,M=high,N=high",0.0136,0.6,FALSE
Avena barbata,LushShadePlant,"L=low,M=high,N=high",0.00955,0.6,FALSE
Avena fatua,LushShadePlant,"L=low,M=high,N=high",0.04055,0.6,FALSE
Avena sativa,LushShadePlant,"L=low,M=high,N=high",0.0053,0.6,FALSE
Avena sterilis,LushShadePlant,"L=low,M=high,N=high",0.0433,0.6,FALSE
Bartsia alpina,LushShadePlant,"L=low,M=high,N=high",7e-4,0.6,FALSE
Bassia prostrata,LushShadePlant,"L=low,M=high,N=high",0.01075,0.6,FALSE
Bassia scoparia,LushShadePlant,"L=low,M=high,N=high",0.01055,0.6,FALSE
Bellis perennis,LushShadePlant,"L=low,M=high,N=high",9e-4,0.6,FALSE
Berberis vulgaris,LushShadePlant,"L=low,M=high,N=high",0.00465,0.6,FALSE
Berteroa incana,LushShadePlant,"L=low,M=high,N=high",0.00535,0.6,FALSE
Berula erecta,LushShadePlant,"L=low,M=high,N=high",4e-4,0.6,FALSE
Betula alleghaniensis,LushShadePlant,"L=low,M=high,N=high",0.01895,0.6,FALSE
Betula papyrifera,LushShadePlant,"L=low,M=high,N=high",0.02595,0.6,FALSE
Betula pendula,LushShadePlant,"L=low,M=high,N=high",0.06665,0.6,FALSE
Betula pubescens,LushShadePlant,"L=low,M=high,N=high",0.03125,0.6,FALSE
